orf	ec	mnxr	n_ec	n_mnxr
ECDH10B_0348	2.4.2.1;2.4.2.2	MNXR107431;MNXR116139;MNXR117113;MNXR117132;MNXR118491;MNXR121885;MNXR131543;MNXR131590;MNXR131899;MNXR131900;MNXR131901;MNXR131902;MNXR132656;MNXR133777;MNXR146171;MNXR146175;MNXR146176;MNXR146182;MNXR146186;MNXR166047;MNXR167172;MNXR175653;MNXR175675;MNXR176932;MNXR184261;MNXR188521;MNXR188678;MNXR188726;MNXR188732;MNXR189245;MNXR189834;MNXR197316;MNXR197317;MNXR197782;MNXR197783;MNXR198302;MNXR198303	2	37
ECDH10B_0351	2.7.1.4	MNXR106668;MNXR130116;MNXR130117;MNXR145194;MNXR148381;MNXR151490;MNXR151491;MNXR151492;MNXR151493;MNXR152728;MNXR152967;MNXR179965;MNXR198694	1	13
ECDH10B_0356	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_0360	3.1.4.14	MNXR147382;MNXR147383;MNXR152860;MNXR152861;MNXR166097;MNXR184687	1	6
ECDH10B_0361	2.4.99.17	MNXR123113;MNXR129736;MNXR163381;MNXR166753	1	4
ECDH10B_0362	2.4.2.29	MNXR113572;MNXR123112;MNXR133465;MNXR133494;MNXR148355;MNXR148356;MNXR166324;MNXR175680;MNXR177624;MNXR184788	1	10
ECDH10B_0370	1.1.1.193;3.5.4.26	MNXR195292;MNXR196256;MNXR198551;MNXR198552;MNXR198874;MNXR198875	2	6
ECDH10B_0371	2.5.1.78	MNXR166461;MNXR172598;MNXR172599;MNXR172600;MNXR192628;MNXR192629;MNXR198565;MNXR198566	1	8
ECDH10B_0373	2.7.4.16	MNXR104907	1	1
ECDH10B_0374	3.1.3.27	MNXR102560;MNXR102567;MNXR102582;MNXR116119;MNXR118016;MNXR135933;MNXR135934;MNXR135935;MNXR135936;MNXR136187;MNXR136261;MNXR136262;MNXR136263;MNXR136264;MNXR136265;MNXR136266;MNXR143276;MNXR144555;MNXR145980;MNXR145981;MNXR145982;MNXR145983;MNXR145984;MNXR145985;MNXR147493;MNXR147494;MNXR166915;MNXR175633;MNXR180436;MNXR180437;MNXR182088;MNXR182089;MNXR182090	1	33
ECDH10B_0376	2.2.1.7	MNXR153416;MNXR153417;MNXR195205;MNXR195206;MNXR195207;MNXR195208	1	6
ECDH10B_0377	2.5.1.10	MNXR131925;MNXR180163;MNXR180511;MNXR198624;MNXR198625;MNXR97512	1	6
ECDH10B_0378	3.1.11.6	MNXR115248;MNXR187146	1	2
ECDH10B_0379	2.8.1.4	MNXR111095;MNXR137867;MNXR148457;MNXR163917;MNXR166331;MNXR183784;MNXR195011;MNXR195012	1	8
ECDH10B_0380	3.5.1.124	MNXR114855;MNXR114856;MNXR114857;MNXR121049;MNXR121051;MNXR121053;MNXR169379;MNXR169380;MNXR169381;MNXR170873;MNXR170874;MNXR170875;MNXR172225;MNXR172227;MNXR172228;MNXR185020	1	16
ECDH10B_0381	1.1.1.169	MNXR133019;MNXR133020;MNXR133021;MNXR133022;MNXR133024;MNXR133026;MNXR191835;MNXR199640;MNXR97779	1	9
ECDH10B_0384	2.5.1.141	MNXR164989;MNXR187684;MNXR196511	1	3
ECDH10B_0387	7.1.1.3	MNXR121175;MNXR123243;MNXR193439;MNXR200518	1	4
ECDH10B_0392	5.2.1.8	MNXR131225;MNXR148629;MNXR195148	1	3
ECDH10B_0393	3.4.21.92	MNXR174405;MNXR183533;MNXR198757	1	3
ECDH10B_0395	3.4.21.53	MNXR153054;MNXR183533;MNXR198757	1	3
ECDH10B_0400	6.3.4.20	MNXR173887	1	1
ECDH10B_0404	7.6.2.2	MNXR115574;MNXR123946;MNXR153054;MNXR165115;MNXR186058;MNXR193869;MNXR193870	1	7
ECDH10B_0405	7.6.2.2	MNXR115574;MNXR123946;MNXR153054;MNXR165115;MNXR186058;MNXR193869;MNXR193870	1	7
ECDH10B_0408	3.1.2.20	MNXR111485;MNXR123193;MNXR123371;MNXR123909;MNXR127519;MNXR127531;MNXR127596;MNXR131475;MNXR131510;MNXR131511;MNXR131512;MNXR132664;MNXR133890;MNXR144377;MNXR146771;MNXR146904;MNXR146905;MNXR146906;MNXR151192;MNXR152701;MNXR152702;MNXR153474;MNXR165828;MNXR174251;MNXR180668;MNXR187712;MNXR188663;MNXR188790;MNXR190549;MNXR190980;MNXR190982;MNXR190984;MNXR190986;MNXR190988;MNXR190992;MNXR190994;MNXR191207;MNXR198857;MNXR198858	1	39
ECDH10B_0413	3.1.4.52	MNXR150480	1	1
ECDH10B_0415	2.3.1.79	MNXR135489;MNXR145502;MNXR145503;MNXR173222;MNXR189582;MNXR189706	1	6
ECDH10B_0425	2.4.2.7	MNXR145113;MNXR152886;MNXR172042;MNXR172043;MNXR172044;MNXR190607;MNXR198284;MNXR198285	1	8
ECDH10B_0426	2.7.7.7	MNXR114332;MNXR135044;MNXR135045;MNXR135046;MNXR135047;MNXR135048;MNXR166212;MNXR173099;MNXR175412	1	9
ECDH10B_0430	2.7.4.3	MNXR114617;MNXR131347;MNXR133749;MNXR133872;MNXR133875;MNXR133876;MNXR144374;MNXR95450;MNXR95451;MNXR96117	1	10
ECDH10B_0431	4.98.1.1	MNXR99471	1	1
ECDH10B_0433	2.7.1.73	MNXR188159;MNXR188267	1	2
ECDH10B_0436	3.1.3.5;3.6.1.45	MNXR102028;MNXR102031;MNXR102033;MNXR102035;MNXR102036;MNXR105353;MNXR115623;MNXR123110;MNXR129775;MNXR129801;MNXR130363;MNXR130364;MNXR130365;MNXR145771;MNXR145799;MNXR146636;MNXR146638;MNXR146639;MNXR146680;MNXR146686;MNXR148491;MNXR148492;MNXR148493;MNXR149856;MNXR149858;MNXR149859;MNXR152014;MNXR152256;MNXR152257;MNXR175227;MNXR178049;MNXR182672;MNXR188143;MNXR188509;MNXR188523;MNXR188525;MNXR188527;MNXR188529;MNXR188531;MNXR188533	2	40
ECDH10B_0441	7.2.2.8	MNXR146865;MNXR96949	1	2
ECDH10B_0442	3.5.1.2	MNXR100030;MNXR107063;MNXR149440;MNXR149441	1	4
ECDH10B_0451	3.1.1.2;3.1.1.5;3.1.2.14;3.1.2.2	MNXR101141;MNXR101142;MNXR101143;MNXR101146;MNXR101155;MNXR101162;MNXR101163;MNXR101164;MNXR103463;MNXR111752;MNXR112873;MNXR115719;MNXR117829;MNXR117855;MNXR119094;MNXR120053;MNXR120661;MNXR121010;MNXR122083;MNXR122855;MNXR122856;MNXR125002;MNXR127519;MNXR127523;MNXR127532;MNXR127596;MNXR129391;MNXR129492;MNXR129817;MNXR129819;MNXR129821;MNXR129825;MNXR129827;MNXR129829;MNXR129831;MNXR129832;MNXR129833;MNXR129834;MNXR130927;MNXR131491;MNXR131612;MNXR132090;MNXR132091;MNXR132092;MNXR132093;MNXR133082;MNXR133686;MNXR133952;MNXR134447;MNXR135798;MNXR135799;MNXR135800;MNXR135844;MNXR135845;MNXR135846;MNXR135847;MNXR135848;MNXR135849;MNXR135850;MNXR135851;MNXR135852;MNXR135853;MNXR135855;MNXR135856;MNXR135857;MNXR135858;MNXR135859;MNXR135860;MNXR135863;MNXR135864;MNXR135865;MNXR135880;MNXR135881;MNXR135882;MNXR135883;MNXR135884;MNXR135885;MNXR135886;MNXR135887;MNXR135888;MNXR135889;MNXR135890;MNXR135891;MNXR136036;MNXR136038;MNXR144119;MNXR145464;MNXR145465;MNXR145466;MNXR145467;MNXR145468;MNXR145469;MNXR146271;MNXR146273;MNXR146771;MNXR147192;MNXR147193;MNXR147215;MNXR147217;MNXR147397;MNXR147398;MNXR147399;MNXR147778;MNXR147779;MNXR147780;MNXR147781;MNXR147785;MNXR147786;MNXR147787;MNXR147788;MNXR147849;MNXR147850;MNXR147851;MNXR148147;MNXR148148;MNXR148149;MNXR148150;MNXR148504;MNXR148506;MNXR149710;MNXR149711;MNXR150153;MNXR150155;MNXR150156;MNXR150157;MNXR150158;MNXR150162;MNXR150163;MNXR150164;MNXR150165;MNXR150166;MNXR151192;MNXR151254;MNXR153474;MNXR153478;MNXR163781;MNXR164268;MNXR164269;MNXR165363;MNXR165701;MNXR165710;MNXR165869;MNXR166625;MNXR167873;MNXR168090;MNXR173313;MNXR173703;MNXR174250;MNXR175323;MNXR175553;MNXR175815;MNXR176541;MNXR176550;MNXR176556;MNXR177029;MNXR177495;MNXR177496;MNXR177497;MNXR178014;MNXR178232;MNXR178234;MNXR180668;MNXR182009;MNXR188754;MNXR188756;MNXR188790;MNXR188876;MNXR189199;MNXR190050;MNXR190096;MNXR190549;MNXR190980;MNXR190982;MNXR190984;MNXR190986;MNXR190988;MNXR190990;MNXR190992;MNXR190994;MNXR191312;MNXR192847;MNXR193285;MNXR193321;MNXR193351;MNXR193354;MNXR193355;MNXR193356;MNXR193440;MNXR195308;MNXR195315;MNXR195316;MNXR195317;MNXR195490;MNXR195491;MNXR195492;MNXR195493;MNXR198858;MNXR99089;MNXR99093;MNXR99097;MNXR99103;MNXR99106;MNXR99113	4	203
ECDH10B_0459	2.9.1.3	MNXR123140;MNXR165067;MNXR168208;MNXR192717;MNXR192718;MNXR192719;MNXR192720	1	7
ECDH10B_0461	4.3.2.3	MNXR106681;MNXR195128;MNXR195129;MNXR195130;MNXR195131;MNXR195132;MNXR195133;MNXR195134	1	8
ECDH10B_0463	4.1.1.47	MNXR195442;MNXR195443	1	2
ECDH10B_0464	5.3.1.22	MNXR100692	1	1
ECDH10B_0465	1.1.1.60	MNXR107151;MNXR195462;MNXR195463;MNXR197242;MNXR197243	1	5
ECDH10B_0468	3.5.2.5	MNXR107498;MNXR173297;MNXR95769	1	3
ECDH10B_0470	2.7.1.31	MNXR100328;MNXR100329;MNXR172073	1	3
ECDH10B_0471	3.5.3.26	MNXR109676	1	1
ECDH10B_0472	3.5.3.9	MNXR105079;MNXR107497;MNXR110036;MNXR173472;MNXR95768;MNXR96116	1	6
ECDH10B_0473	1.1.1.350	MNXR105152	1	1
ECDH10B_0474	2.1.3.5	MNXR102236	1	1
ECDH10B_0475	2.1.3.5	MNXR102236	1	1
ECDH10B_0476	2.1.3.5	MNXR102236	1	1
ECDH10B_0477	2.7.2.2	MNXR106966;MNXR129389;MNXR129409;MNXR129418;MNXR134168;MNXR153144;MNXR153145;MNXR170977;MNXR95269	1	9
ECDH10B_0478	6.3.4.18	MNXR111053	1	1
ECDH10B_0479	5.4.99.18	MNXR108735;MNXR195295;MNXR195296;MNXR95645	1	4
ECDH10B_0480	3.6.1.54	MNXR146733;MNXR146734;MNXR165084;MNXR193759;MNXR193962;MNXR199337;MNXR199892;MNXR200609;MNXR200995	1	9
ECDH10B_0481	5.2.1.8	MNXR131225;MNXR148629;MNXR195148	1	3
ECDH10B_0482	6.1.1.16	MNXR115795;MNXR133869;MNXR133870;MNXR133873;MNXR153294;MNXR153295;MNXR153296;MNXR153297;MNXR165903;MNXR185340;MNXR200410	1	11
ECDH10B_0485	1.5.1.5;3.5.4.9	MNXR116053;MNXR116057;MNXR153595;MNXR172025;MNXR176910;MNXR180529;MNXR188454;MNXR188456;MNXR188458;MNXR190914	2	10
ECDH10B_0506	3.1.21.10	MNXR115269	1	1
ECDH10B_0512	3.2.1.17	MNXR133946;MNXR133978;MNXR133981;MNXR134010;MNXR172061;MNXR174345;MNXR196469;MNXR196470	1	8
ECDH10B_0523	3.4.23.49	MNXR174405;MNXR183533;MNXR198756	1	3
ECDH10B_0528	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_0536	1.5.1.34	MNXR114985;MNXR118399;MNXR129781;MNXR129782;MNXR133865;MNXR133866;MNXR140390;MNXR152292;MNXR152294;MNXR153350;MNXR153352;MNXR172018;MNXR172019;MNXR172020;MNXR172021;MNXR173972;MNXR177033;MNXR189529;MNXR189539;MNXR198298;MNXR198299;MNXR198300;MNXR198301	1	23
ECDH10B_0539	6.3.2.2	MNXR100074;MNXR114297;MNXR129743;MNXR129744;MNXR129754;MNXR133271;MNXR133272;MNXR133273;MNXR133274;MNXR133275;MNXR133276;MNXR133277;MNXR133278;MNXR133279;MNXR133280;MNXR133281;MNXR133282;MNXR133283;MNXR133284;MNXR133285;MNXR133286;MNXR133287;MNXR133288;MNXR133289;MNXR133290;MNXR133291;MNXR164788;MNXR180492	1	28
ECDH10B_0546	6.2.1.72;6.3.2.14	MNXR111244;MNXR120489;MNXR134270;MNXR134271;MNXR135614;MNXR164346;MNXR198985;MNXR198986;MNXR198987;MNXR200001;MNXR200780	2	11
ECDH10B_0548	7.2.2.17	MNXR115651	1	1
ECDH10B_0553	5.4.4.2	MNXR100784	1	1
ECDH10B_0554	6.2.1.71;6.3.2.14	MNXR111244;MNXR134270;MNXR134271;MNXR135614;MNXR164321;MNXR164323;MNXR164324;MNXR164326;MNXR198982;MNXR198983;MNXR199963;MNXR200773;MNXR97369	2	13
ECDH10B_0555	3.3.2.1;6.3.2.14	MNXR111244;MNXR133433;MNXR133450;MNXR133451;MNXR133452;MNXR134270;MNXR134271;MNXR135614;MNXR179121;MNXR191964;MNXR191965	2	11
ECDH10B_0556	1.3.1.28	MNXR179111;MNXR192410;MNXR192411	1	3
ECDH10B_0561	2.6.1.88	MNXR116183;MNXR150353;MNXR150354;MNXR166733;MNXR175682;MNXR182439;MNXR192685;MNXR95923	1	8
ECDH10B_0566	1.11.1.26	MNXR116222;MNXR171842;MNXR192716	1	3
ECDH10B_0571	4.6.1.21	MNXR123311;MNXR123312;MNXR187614;MNXR196465	1	4
ECDH10B_0573	2.4.2.52	MNXR146575	1	1
ECDH10B_0574	2.7.7.61	MNXR114026;MNXR115215;MNXR165795;MNXR174209	1	4
ECDH10B_0575	2.8.3.10;4.1.3.6	MNXR115782;MNXR175373;MNXR184946;MNXR190533;MNXR191224;MNXR191225;MNXR96731	2	7
ECDH10B_0576	4.1.3.34;4.1.3.6	MNXR115781;MNXR175372;MNXR190533;MNXR191210;MNXR191211;MNXR96731	2	6
ECDH10B_0578	6.2.1.22	MNXR115779;MNXR148734;MNXR148735;MNXR148736;MNXR166301;MNXR175370;MNXR187989	1	7
ECDH10B_0579	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_0582	2.3.1.251	MNXR114521;MNXR119984;MNXR123123;MNXR163705;MNXR163711;MNXR165149;MNXR165150;MNXR165151;MNXR165152;MNXR165153;MNXR168953;MNXR168954;MNXR168955;MNXR184526;MNXR191619;MNXR191620;MNXR192466;MNXR192467;MNXR202071;MNXR202072;MNXR202073	1	21
ECDH10B_0589	2.8.1.8	MNXR111355;MNXR119029;MNXR119035;MNXR119037;MNXR123419;MNXR135636;MNXR144610;MNXR144908;MNXR163831;MNXR163832;MNXR165815;MNXR177769;MNXR178082	1	13
ECDH10B_0591	2.3.1.181	MNXR117875;MNXR123418;MNXR150065;MNXR150066;MNXR150067;MNXR150068;MNXR163835;MNXR163836;MNXR165895;MNXR176573;MNXR177768;MNXR178072;MNXR185128	1	13
ECDH10B_0593	3.4.16.4;3.5.2.6	MNXR107922;MNXR108808;MNXR115453;MNXR120266;MNXR120273;MNXR129372;MNXR129417;MNXR129512;MNXR129514;MNXR129517;MNXR129520;MNXR129524;MNXR129526;MNXR129531;MNXR129542;MNXR129550;MNXR129551;MNXR129553;MNXR129554;MNXR129557;MNXR129560;MNXR129579;MNXR129583;MNXR129628;MNXR129629;MNXR129632;MNXR129633;MNXR129641;MNXR129644;MNXR129646;MNXR129649;MNXR129659;MNXR129668;MNXR129820;MNXR130390;MNXR130391;MNXR130392;MNXR130432;MNXR130433;MNXR130434;MNXR130435;MNXR130436;MNXR130578;MNXR130781;MNXR130782;MNXR130783;MNXR130867;MNXR130879;MNXR130880;MNXR130938;MNXR130939;MNXR131113;MNXR131114;MNXR131538;MNXR131573;MNXR131672;MNXR132042;MNXR132044;MNXR132754;MNXR132756;MNXR132769;MNXR132774;MNXR132778;MNXR132798;MNXR132804;MNXR132806;MNXR132807;MNXR132808;MNXR132813;MNXR132814;MNXR132815;MNXR132816;MNXR132817;MNXR132818;MNXR132884;MNXR132885;MNXR132886;MNXR132892;MNXR132893;MNXR132917;MNXR133334;MNXR133335;MNXR133336;MNXR133337;MNXR133355;MNXR133357;MNXR133588;MNXR133589;MNXR133867;MNXR133882;MNXR133888;MNXR133889;MNXR133943;MNXR133945;MNXR133956;MNXR133961;MNXR134059;MNXR134066;MNXR134079;MNXR134080;MNXR134084;MNXR134086;MNXR134096;MNXR134100;MNXR134110;MNXR134115;MNXR134118;MNXR134126;MNXR134127;MNXR134132;MNXR135494;MNXR141472;MNXR141599;MNXR141817;MNXR144340;MNXR145562;MNXR145563;MNXR148328;MNXR148329;MNXR148330;MNXR148331;MNXR150441;MNXR151522;MNXR152192;MNXR152193;MNXR152194;MNXR152195;MNXR152196;MNXR152197;MNXR152198;MNXR152199;MNXR153106;MNXR153107;MNXR165134;MNXR166090;MNXR172823;MNXR175900;MNXR175978;MNXR175997;MNXR184265;MNXR186459;MNXR196580;MNXR196600;MNXR199405;MNXR199411	2	145
ECDH10B_0595	2.4.99.28	MNXR166295	1	1
ECDH10B_0596	3.4.16.4	MNXR115453;MNXR120266;MNXR120273;MNXR129629;MNXR129641;MNXR129668;MNXR131538;MNXR131672;MNXR132042;MNXR132044;MNXR133867;MNXR141472;MNXR141599;MNXR144340;MNXR145562;MNXR145563;MNXR150441;MNXR152192;MNXR152193;MNXR152194;MNXR152195;MNXR152196;MNXR152197;MNXR152198;MNXR152199;MNXR175900;MNXR175978;MNXR175997;MNXR184265;MNXR186459;MNXR196580;MNXR196600;MNXR199405;MNXR199411	1	34
ECDH10B_0597	2.1.1.177	MNXR117032;MNXR168217	1	2
ECDH10B_0599	3.1.3.73	MNXR104116;MNXR151021;MNXR184249;MNXR184645;MNXR185065;MNXR185845;MNXR186132;MNXR186344;MNXR186782;MNXR187194;MNXR187648;MNXR188035	1	12
ECDH10B_0600	2.7.7.18	MNXR130677;MNXR188513;MNXR95841	1	3
ECDH10B_0601	2.7.7.7	MNXR114332;MNXR135044;MNXR135045;MNXR135046;MNXR135047;MNXR135048;MNXR166212;MNXR173099;MNXR175412	1	9
ECDH10B_0603	6.1.1.4	MNXR116020;MNXR145429;MNXR145430;MNXR145431;MNXR145432;MNXR165482;MNXR185950;MNXR200419	1	8
ECDH10B_0613	7.4.2.1	MNXR100258;MNXR100299;MNXR100644;MNXR101265;MNXR102222;MNXR115560;MNXR95952;MNXR96103	1	8
ECDH10B_0620	3.2.1.17	MNXR133946;MNXR133978;MNXR133981;MNXR134010;MNXR172061;MNXR174345;MNXR196469;MNXR196470	1	8
ECDH10B_0631	3.4.23.49	MNXR174405;MNXR183533;MNXR198756	1	3
ECDH10B_0636	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_0644	1.5.1.34	MNXR114985;MNXR118399;MNXR129781;MNXR129782;MNXR133865;MNXR133866;MNXR140390;MNXR152292;MNXR152294;MNXR153350;MNXR153352;MNXR172018;MNXR172019;MNXR172020;MNXR172021;MNXR173972;MNXR177033;MNXR189529;MNXR189539;MNXR198298;MNXR198299;MNXR198300;MNXR198301	1	23
ECDH10B_0647	6.3.2.2	MNXR100074;MNXR114297;MNXR129743;MNXR129744;MNXR129754;MNXR133271;MNXR133272;MNXR133273;MNXR133274;MNXR133275;MNXR133276;MNXR133277;MNXR133278;MNXR133279;MNXR133280;MNXR133281;MNXR133282;MNXR133283;MNXR133284;MNXR133285;MNXR133286;MNXR133287;MNXR133288;MNXR133289;MNXR133290;MNXR133291;MNXR164788;MNXR180492	1	28
ECDH10B_0654	6.2.1.72;6.3.2.14	MNXR111244;MNXR120489;MNXR134270;MNXR134271;MNXR135614;MNXR164346;MNXR198985;MNXR198986;MNXR198987;MNXR200001;MNXR200780	2	11
ECDH10B_0656	7.2.2.17	MNXR115651	1	1
ECDH10B_0661	5.4.4.2	MNXR100784	1	1
ECDH10B_0662	6.2.1.71;6.3.2.14	MNXR111244;MNXR134270;MNXR134271;MNXR135614;MNXR164321;MNXR164323;MNXR164324;MNXR164326;MNXR198982;MNXR198983;MNXR199963;MNXR200773;MNXR97369	2	13
ECDH10B_0663	3.3.2.1;6.3.2.14	MNXR111244;MNXR133433;MNXR133450;MNXR133451;MNXR133452;MNXR134270;MNXR134271;MNXR135614;MNXR179121;MNXR191964;MNXR191965	2	11
ECDH10B_0664	1.3.1.28	MNXR179111;MNXR192410;MNXR192411	1	3
ECDH10B_0669	2.6.1.88	MNXR116183;MNXR150353;MNXR150354;MNXR166733;MNXR175682;MNXR182439;MNXR192685;MNXR95923	1	8
ECDH10B_0674	1.11.1.26	MNXR116222;MNXR171842;MNXR192716	1	3
ECDH10B_0679	4.6.1.21	MNXR123311;MNXR123312;MNXR187614;MNXR196465	1	4
ECDH10B_0681	2.4.2.52	MNXR146575	1	1
ECDH10B_0682	2.7.7.61	MNXR114026;MNXR115215;MNXR165795;MNXR174209	1	4
ECDH10B_0683	2.8.3.10;4.1.3.6	MNXR115782;MNXR175373;MNXR184946;MNXR190533;MNXR191224;MNXR191225;MNXR96731	2	7
ECDH10B_0684	4.1.3.34;4.1.3.6	MNXR115781;MNXR175372;MNXR190533;MNXR191210;MNXR191211;MNXR96731	2	6
ECDH10B_0686	6.2.1.22	MNXR115779;MNXR148734;MNXR148735;MNXR148736;MNXR166301;MNXR175370;MNXR187989	1	7
ECDH10B_0687	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_0690	2.3.1.251	MNXR114521;MNXR119984;MNXR123123;MNXR163705;MNXR163711;MNXR165149;MNXR165150;MNXR165151;MNXR165152;MNXR165153;MNXR168953;MNXR168954;MNXR168955;MNXR184526;MNXR191619;MNXR191620;MNXR192466;MNXR192467;MNXR202071;MNXR202072;MNXR202073	1	21
ECDH10B_0697	2.8.1.8	MNXR111355;MNXR119029;MNXR119035;MNXR119037;MNXR123419;MNXR135636;MNXR144610;MNXR144908;MNXR163831;MNXR163832;MNXR165815;MNXR177769;MNXR178082	1	13
ECDH10B_0699	2.3.1.181	MNXR117875;MNXR123418;MNXR150065;MNXR150066;MNXR150067;MNXR150068;MNXR163835;MNXR163836;MNXR165895;MNXR176573;MNXR177768;MNXR178072;MNXR185128	1	13
ECDH10B_0701	3.4.16.4;3.5.2.6	MNXR107922;MNXR108808;MNXR115453;MNXR120266;MNXR120273;MNXR129372;MNXR129417;MNXR129512;MNXR129514;MNXR129517;MNXR129520;MNXR129524;MNXR129526;MNXR129531;MNXR129542;MNXR129550;MNXR129551;MNXR129553;MNXR129554;MNXR129557;MNXR129560;MNXR129579;MNXR129583;MNXR129628;MNXR129629;MNXR129632;MNXR129633;MNXR129641;MNXR129644;MNXR129646;MNXR129649;MNXR129659;MNXR129668;MNXR129820;MNXR130390;MNXR130391;MNXR130392;MNXR130432;MNXR130433;MNXR130434;MNXR130435;MNXR130436;MNXR130578;MNXR130781;MNXR130782;MNXR130783;MNXR130867;MNXR130879;MNXR130880;MNXR130938;MNXR130939;MNXR131113;MNXR131114;MNXR131538;MNXR131573;MNXR131672;MNXR132042;MNXR132044;MNXR132754;MNXR132756;MNXR132769;MNXR132774;MNXR132778;MNXR132798;MNXR132804;MNXR132806;MNXR132807;MNXR132808;MNXR132813;MNXR132814;MNXR132815;MNXR132816;MNXR132817;MNXR132818;MNXR132884;MNXR132885;MNXR132886;MNXR132892;MNXR132893;MNXR132917;MNXR133334;MNXR133335;MNXR133336;MNXR133337;MNXR133355;MNXR133357;MNXR133588;MNXR133589;MNXR133867;MNXR133882;MNXR133888;MNXR133889;MNXR133943;MNXR133945;MNXR133956;MNXR133961;MNXR134059;MNXR134066;MNXR134079;MNXR134080;MNXR134084;MNXR134086;MNXR134096;MNXR134100;MNXR134110;MNXR134115;MNXR134118;MNXR134126;MNXR134127;MNXR134132;MNXR135494;MNXR141472;MNXR141599;MNXR141817;MNXR144340;MNXR145562;MNXR145563;MNXR148328;MNXR148329;MNXR148330;MNXR148331;MNXR150441;MNXR151522;MNXR152192;MNXR152193;MNXR152194;MNXR152195;MNXR152196;MNXR152197;MNXR152198;MNXR152199;MNXR153106;MNXR153107;MNXR165134;MNXR166090;MNXR172823;MNXR175900;MNXR175978;MNXR175997;MNXR184265;MNXR186459;MNXR196580;MNXR196600;MNXR199405;MNXR199411	2	145
ECDH10B_0703	2.4.99.28	MNXR166295	1	1
ECDH10B_0704	3.4.16.4	MNXR115453;MNXR120266;MNXR120273;MNXR129629;MNXR129641;MNXR129668;MNXR131538;MNXR131672;MNXR132042;MNXR132044;MNXR133867;MNXR141472;MNXR141599;MNXR144340;MNXR145562;MNXR145563;MNXR150441;MNXR152192;MNXR152193;MNXR152194;MNXR152195;MNXR152196;MNXR152197;MNXR152198;MNXR152199;MNXR175900;MNXR175978;MNXR175997;MNXR184265;MNXR186459;MNXR196580;MNXR196600;MNXR199405;MNXR199411	1	34
ECDH10B_0705	2.1.1.177	MNXR117032;MNXR168217	1	2
ECDH10B_0707	3.1.3.73	MNXR104116;MNXR151021;MNXR184249;MNXR184645;MNXR185065;MNXR185845;MNXR186132;MNXR186344;MNXR186782;MNXR187194;MNXR187648;MNXR188035	1	12
ECDH10B_0708	2.7.7.18	MNXR130677;MNXR188513;MNXR95841	1	3
ECDH10B_0709	2.7.7.7	MNXR114332;MNXR135044;MNXR135045;MNXR135046;MNXR135047;MNXR135048;MNXR166212;MNXR173099;MNXR175412	1	9
ECDH10B_0711	6.1.1.4	MNXR116020;MNXR145429;MNXR145430;MNXR145431;MNXR145432;MNXR165482;MNXR185950;MNXR200419	1	8
ECDH10B_0721	7.4.2.1	MNXR100258;MNXR100299;MNXR100644;MNXR101265;MNXR102222;MNXR115560;MNXR95952;MNXR96103	1	8
ECDH10B_0726	2.3.1.269	MNXR120868;MNXR164448;MNXR169169;MNXR185693	1	4
ECDH10B_0730	2.8.4.3	MNXR113966;MNXR113967;MNXR113968;MNXR123192;MNXR167258;MNXR183472;MNXR186600	1	7
ECDH10B_0731	1.14.99.60	MNXR116102;MNXR122720;MNXR122728;MNXR122736;MNXR123648;MNXR163631;MNXR169580;MNXR187046	1	8
ECDH10B_0739	6.3.5.4	MNXR100030;MNXR153021;MNXR192403;MNXR96060	1	4
ECDH10B_0742	3.5.1.25	MNXR109369;MNXR190617	1	2
ECDH10B_0743	3.5.99.6	MNXR115917;MNXR132703;MNXR153705	1	3
ECDH10B_0744	2.7.1.193	MNXR109391;MNXR119198;MNXR119199;MNXR123930;MNXR184279	1	5
ECDH10B_0745	6.1.1.18	MNXR115929;MNXR145060;MNXR145061;MNXR145062;MNXR145063;MNXR166071;MNXR184306	1	7
ECDH10B_0753	5.4.2.2	MNXR108091;MNXR129809;MNXR131966;MNXR136808;MNXR144330;MNXR144421;MNXR145703;MNXR145962;MNXR145963;MNXR189820;MNXR192017;MNXR192018	1	12
ECDH10B_0759	4.1.1.17	MNXR102209;MNXR179125;MNXR188327	1	3
ECDH10B_0761	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_0763	7.2.2.6	MNXR100657	1	1
ECDH10B_0775	4.1.99.3	MNXR106348;MNXR115825;MNXR133940;MNXR150406;MNXR150407;MNXR164159;MNXR164160;MNXR164241;MNXR164242;MNXR164243;MNXR164244;MNXR164245;MNXR164246;MNXR165135;MNXR165422;MNXR175402;MNXR184271	1	17
ECDH10B_0778	3.5.2.9	MNXR138674	1	1
ECDH10B_0779	3.5.2.9	MNXR138674	1	1
ECDH10B_0780	3.5.2.9	MNXR138674	1	1
